Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-01,22.924264907836914,23.41361673285613,22.728523890639973,23.05224936385237,196900800
2010-01-08,23.308212280273438,23.413612152573755,22.517721135724063,22.79627599230533,300955800
2010-01-15,22.593000411987305,23.519004409073077,22.5854717490908,23.398548674620244,254425100
2010-01-22,21.953083038330078,22.736046912746467,21.712171518800705,22.585476495067645,413480700
2010-01-29,20.959320068359375,22.525246214342744,20.82380699408122,22.510188886990555,473481200
2010-02-05,21.17011070251465,21.380907465579234,20.756042965453744,21.079768206954647,307561500
2010-02-12,21.810043334960938,21.85521532607766,20.76358328517327,20.936738276615852,221792200
2010-02-19,21.63216209411621,21.889327769455534,21.193467961359712,21.775872663902287,225326300
2010-02-26,21.65486717224121,22.161635006081006,21.359883405994186,21.669994914782322,268632600
2010-03-05,22.070859909057617,22.07842377637774,21.496018976669845,21.67754746437227,225929000
2010-03-12,22.39610481262207,22.592761086087584,21.94228275406016,22.17675693129727,200166600
2010-03-19,22.698646545410156,23.12221301812252,22.199442841905544,22.509554189759616,268233300
2010-03-26,22.055740356445312,22.8423655376307,21.64730146826114,22.759164408904365,262414400
2010-04-02,22.630582809448242,22.6759645901658,21.919594845789405,22.033050018913706,203730600
2010-04-09,23.349132537841797,23.447459960971955,22.615453028663396,22.65327237806782,254882500
2010-04-16,23.742443084716797,23.84833581776462,23.14491180553967,23.28862244439417,346063600
2010-04-23,23.447450637817383,23.886144817850788,23.160030909930708,23.53821559763744,376369900
2010-04-30,21.91959571838379,23.50797253333787,21.110280290508836,23.500408662473703,384736700
2010-05-07,22.116249084472656,22.48687005144298,20.6640192533539,21.88177488958544,416496400
2010-05-14,20.505184173583984,22.10868721922758,20.452238522453413,22.085997050263504,311815700
2010-05-21,19.75434684753418,20.597705965144158,18.66025953944154,20.233009229666447,602799300
2010-05-28,20.407764434814453,20.460948993638738,19.389655468499313,19.63278570836492,277205100
2010-06-04,18.994569778442383,20.187428528661258,18.728645511710056,19.83033113852798,424368300
2010-06-11,20.03546714782715,20.263401340743712,18.81981473754154,19.024956380668602,297365100
2010-06-18,18.994569778442383,20.430558789958013,18.94138521493005,20.03547283993612,309395900
2010-06-25,17.596567153930664,19.078143993367227,17.269860362217027,19.03255598812545,523213500
2010-07-02,18.546287536621094,18.705842587896775,17.512983049639118,17.748516627752274,266800500
2010-07-09,19.382051467895508,19.45803000662798,18.348746819142132,18.48550789902656,295331800
2010-07-16,19.632783889770508,19.746750998004366,18.766632128188704,19.38205567198786,295091000
2010-07-23,19.777143478393555,20.065860256184724,19.18451247239639,19.632784364912748,375593100
2010-07-30,19.275680541992188,20.04305950729815,19.154114022130006,19.564397222593744,338911100
2010-08-06,18.607074737548828,19.549204938911654,18.508303642293225,19.13132511019685,347323700
2010-08-13,18.569089889526367,18.964175798449514,18.39433876437345,18.5007093295036,239969300
2010-08-20,18.19455909729004,18.820903895710874,18.171644967577343,18.568838270568335,264235700
2010-08-27,18.28622055053711,18.347327326488678,17.81264194423712,18.24038937589809,286540100
2010-09-03,18.339683532714844,18.675771432419875,18.13344767674357,18.515365281031094,227659100
2010-09-10,19.347957611083984,19.378511737430557,18.171651427858635,18.316779157302058,360875300
2010-09-17,18.66050148010254,19.50072082067211,18.607033228258217,19.401421389903568,313357200
2010-09-24,18.706331253051758,19.088249003723046,18.599394749071987,18.820906286873026,257174900
2010-10-01,18.736888885498047,18.958400464831485,18.164012152079362,18.92020926536392,339554400
2010-10-08,19.271575927734375,19.508366062949342,18.614678163034494,18.805637103555608,246342700
2010-10-15,19.416704177856445,19.821537636383994,19.05770191177422,19.370874442312147,289752200
2010-10-22,20.07360076904297,20.149983166096725,19.141720373218458,19.493085518649245,291590300
2010-10-29,20.73050308227539,20.997845902836513,20.226371572372095,20.738141615080128,434362000
2010-11-05,20.379135131835938,22.051935593299763,20.073601166863313,20.753414421040016,355513500
2010-11-12,19.737510681152344,20.25691908700909,19.515997672871976,20.218726435460397,299909700
2010-11-19,19.497577667236328,19.851100236399724,19.282389060450488,19.828043843077236,232342100
2010-11-26,20.665742874145508,20.734910596504445,19.159426844667827,19.37461401124885,319124900
2010-12-03,20.81175994873047,21.011577613625175,20.565830966045404,20.60425681989531,235561800
2010-12-10,21.51112174987793,21.51112174987793,20.834817025267903,20.896299272959723,276954600
2010-12-17,21.74936866760254,21.826221855663327,21.272881540160405,21.45732831199471,245575300
2010-12-24,21.403528213500977,21.672513597232168,21.34973142992522,21.61103134945239,84983600
2010-12-31,22.149003982543945,22.172060378623982,21.234454126639363,21.365104106054304,279626400
2011-01-07,21.664831161499023,22.087521490840246,21.52649571819386,22.01066830390931,301343200
2011-01-14,21.78779411315918,22.087519908276693,21.44964099440319,21.58029096306897,224630600
2011-01-21,22.187435150146484,22.640865958058225,21.511128739918306,21.826225544961133,374132100
2011-01-28,21.249828338623047,22.233546068814555,21.073067005606305,22.210489669174297,375253200
2011-02-04,21.134546279907227,21.78011071990715,20.97315590283357,21.288252657374887,273874800
2011-02-11,20.911666870117188,21.37278441959914,20.44286532298005,21.334358567914094,312847600
2011-02-18,20.695114135742188,21.035264365238035,20.432269838257856,20.973418734919143,254285100
2011-02-25,20.254467010498047,20.834270438571277,20.1307757304704,20.803346881306183,281370900
2011-03-04,19.64374351501465,20.308585369164547,19.597359645392938,20.269930915715932,292306000
2011-03-11,19.156709671020508,19.98389582654288,19.079402236729788,19.64374400037371,343668900
2011-03-18,19.952970504760742,19.99935584595769,19.17216828881056,19.373167010447723,245926100
2011-03-25,19.628280639648438,20.061201647044207,19.55870410183542,20.045739866526525,251999500
2011-04-01,20.254467010498047,20.339503843944325,19.566432606513352,19.73650922243864,283915100
2011-04-08,19.651472091674805,20.31631386753726,19.39635862702096,20.231275554480494,204478900
2011-04-15,19.728778839111328,20.099852688711294,19.110320948594985,19.68239350202403,270518800
2011-04-22,20.648727416992188,20.77242014381881,19.5896208847683,19.759695988066348,235614100
2011-04-29,19.937515258789062,20.59462487283074,19.605094268429017,20.52504831789413,609928700
2011-05-06,19.57416534423828,20.269929228724585,19.404090186768986,20.15396882706295,371488100
2011-05-13,19.11032485961914,19.574168003805134,18.746981825173748,19.543245913934978,332760000
2011-05-20,19.196683883666992,19.47681432118113,18.698675536248025,19.235590229240866,258756600
2011-05-27,18.846521377563477,19.531284359095345,18.81539659704766,19.204466000678316,235968600
2011-06-03,18.644201278686523,18.869862198832347,18.496356004296178,18.714233875684766,241672700
2011-06-10,18.675331115722656,19.025494167815243,18.402982240115307,18.690894247856097,246388500
2011-06-17,19.165550231933594,19.344523211456053,18.659760513535083,18.8465135718277,291125200
2011-06-24,20.231605529785156,20.231605529785156,18.823174945013307,19.07217908329543,393049900
2011-07-01,20.830764770507812,20.916358982989436,20.10709584027442,20.177128413147408,191402200
2011-07-08,20.597328186035156,21.017523742000456,20.49617082118143,20.651799134690414,236883900
2011-07-15,21.087554931640625,21.507748975467514,20.433918433081914,20.597326815630844,311897700
2011-07-22,21.569997787475586,21.904597566011187,20.7607345529493,20.900799714585727,414749600
