Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2012-01-27,13.711257934570312,13.82784806670483,13.369320656105282,13.386492054112647,1527576400
2012-02-03,14.857575416564941,14.965428989513345,13.724511157666072,13.776931977850335,2144340800
2012-02-10,15.129918098449707,15.855367370702297,14.660544196019663,14.790993679140035,4059588400
2012-02-17,15.557117462158203,15.600500879559288,15.072379692251518,15.157035599756913,2192730400
2012-02-24,16.403076171875,16.515751752619163,15.553805964139814,15.655934952206763,3198322400
2012-03-02,16.3283634185791,16.493757481457727,15.55199744152713,16.39614800245875,3366053600
2012-03-09,17.64097785949707,18.076308273624672,16.362100443994102,16.395239744507045,4095618800
2012-03-16,18.056129455566406,18.366735070272824,17.41322490575426,17.6156760525706,3811298400
2012-03-23,18.37306022644043,18.72222886111358,17.907301465865487,18.09077355996682,2897059200
2012-03-30,19.090675354003906,19.120199371446066,18.013946504925453,18.34021827195778,3378228000
2012-04-06,18.761993408203125,19.401583435389163,18.693605480698192,18.863219768842406,2798213600
2012-04-13,17.697620391845703,18.820141488571384,17.229753905072357,18.8023659344094,4725210000
2012-04-20,18.3079833984375,18.618288065450145,16.720307219812923,17.816315988571123,4515509600
2012-04-27,17.528308868408203,18.26219567488973,17.439133442380946,18.22875549348151,2341805200
2012-05-04,17.18787384033203,17.424067606654813,16.832681380873645,17.38550617997885,2301266800
2012-05-11,15.970758438110352,17.30687732098903,15.970758438110352,17.021577119829622,2506624400
2012-05-18,17.031219482421875,17.368036318638794,15.731554197906988,16.08644585147006,3139396400
2012-05-25,17.40508460998535,17.518661154870667,16.824843632505782,17.009219886718537,1730120000
2012-06-01,17.224027633666992,17.392736096944827,16.524486921098546,17.14690316713426,2247420000
2012-06-08,17.218303680419922,17.729553558642067,17.072792886803022,17.22041299886033,2013314800
2012-06-15,17.40328598022461,17.774748149831368,17.15865646752205,17.20234076877292,1822366000
2012-06-22,17.14359474182129,17.539459715183394,17.03995975958581,17.444561272001796,1351224000
2012-06-29,18.375465393066406,18.508022589286128,17.300244206853417,17.41321901686167,1547688800
2012-07-06,18.042875289916992,18.674631569359676,17.855487007617942,18.28961249997382,2207657200
2012-07-13,18.507427215576172,18.538457207396448,18.07601282758898,18.16488738364873,1595874000
2012-07-20,17.319231033325195,18.511042739055206,17.17221264853533,18.468563538879863,2734524800
2012-07-27,18.310699462890625,18.57009095727293,17.220114127132025,17.323147346028396,1962066400
2012-08-03,18.700536727905273,18.82917780092661,18.42427554269808,18.486638000990435,1403819200
2012-08-10,19.253129959106445,19.3218115339857,18.719414093580227,18.71971625696106,1325816800
2012-08-17,20.04855728149414,20.419193718209687,19.32785898320909,19.363863277829694,2854317200
2012-08-24,20.086074829101562,20.60042791783821,19.834345303947142,19.954158720645957,1637272000
2012-08-31,20.46124267578125,20.522360438771774,19.885772013054652,20.188332732410707,1433784800
2012-09-07,20.664262771606445,20.74050809304199,19.847955017384837,20.515099156176458,2632240800
2012-09-14,21.139892578125,21.299947038667263,20.812824205418057,20.875456038326487,2035451600
2012-09-21,20.61404800415039,21.33262812982855,19.979579182658462,21.252147634043332,2900738400
2012-09-28,20.174724578857422,20.60768907573319,19.686089316982116,20.536284811798858,2501704800
2012-10-05,19.003812789916992,20.150515962990124,18.866149139902213,20.126312199743357,3127034400
2012-10-12,19.141176223754883,19.75083508155864,18.87522567579023,19.04798712847988,2307950400
2012-10-19,18.4422607421875,19.224076704975214,18.321539242866784,19.093068727563246,3212815200
2012-10-26,18.04893684387207,18.577207230192656,17.78147381437742,18.43893599406569,1889734000
2012-11-02,16.27018165588379,18.06133945058666,16.195752533208807,18.02926812874104,3353221200
2012-11-09,15.975811958312988,16.865147035280756,15.88463044393576,16.425647039050624,3245746000
2012-11-16,17.07243537902832,17.38397639573545,15.37187823624457,15.963046010959015,3105967200
2012-11-23,17.91313934326172,18.061766849539595,17.09979076421616,17.23869189611118,2472299200
2012-11-30,16.632936477661133,18.072102282964543,15.763356062500323,17.835026772483957,3534518400
2012-12-07,16.099525451660156,16.874882852086504,15.853028597387816,16.82017358820233,3122274400
2012-12-14,15.857574462890625,16.257865293883118,15.234492587480887,15.645422043084391,3323930400
2012-12-21,15.654853820800781,15.934175501052612,15.338753059950934,15.576132174063995,1529578400
2012-12-28,16.476709365844727,16.868794921186012,15.443913481288092,15.509870054419542,1927254000
2013-01-04,15.911674499511719,16.371234128827673,15.659097287280572,16.320779395033885,2545947600
2013-01-11,15.27856731414795,15.966693673438257,14.691959173024474,15.835390869397465,3105970000
2013-01-18,13.692599296569824,15.65272187526478,13.684999348979005,15.152128488395322,3256831200
2013-01-25,13.844268798828125,14.06037227270892,13.221490928280954,13.728771319055866,3301191600
2013-02-01,14.231186866760254,14.285287400473653,13.434249758502286,13.954295176599574,2888236400
2013-02-08,14.26429271697998,14.825277418566717,14.161266905737921,14.490826397117287,2590184800
2013-02-15,13.636664390563965,14.373435740343469,13.537613336383258,14.333385921922524,1751013600
2013-02-22,13.49420166015625,13.91364061905315,13.379864579757381,13.734187077458392,2114599200
2013-03-01,13.163420677185059,13.395763511253636,12.809404269822762,13.390259722306885,2702361200
2013-03-08,13.222118377685547,13.421138065750808,12.997112021653964,13.139575420437449,2041054400
2013-03-15,13.840577125549316,14.092486102924223,13.367332059405019,13.388121068543041,2468849600
2013-03-22,13.532721519470215,14.367014843861185,13.500927386755295,13.897132387551038,1964611600
2013-03-29,13.0759859085083,13.564516964412473,13.000474938048402,13.509488055908259,1640914800
2013-04-05,13.278060913085938,13.38995139881363,12.83018957599811,12.977543654971115,1695430800
2013-04-12,11.985508918762207,13.272563157272552,11.914888645323881,13.272563157272552,2473259600
2013-04-19,12.484733581542969,12.694758351717363,11.773031453240064,11.860772051037532,3057922000
2013-04-26,13.620156288146973,13.714008860464586,12.480760247427138,12.528451855691836,3024700000
2013-05-03,13.964080810546875,14.238612222056554,13.731127404743548,13.797161428178452,2212781200
2013-05-10,13.37364387512207,14.14698837409923,12.891112367788736,14.09344169326222,2443736400
2013-05-17,13.606291770935059,13.797397237485292,13.235775940173527,13.511200859435833,2131564400
2013-05-24,13.896796226501465,13.986655900134785,13.52197196362525,13.566594467078653,1346408000
2013-05-31,13.493045806884766,14.066668779610648,13.357334286490643,13.925108063926393,1756907600
2013-06-07,13.416111946105957,13.819862569926826,13.194233667392938,13.432730136790727,1691860800
2013-06-14,12.827718734741211,13.426267778627246,12.776326674481084,13.398878949582313,1394556800
2013-06-21,12.118077278137207,12.924964753186183,12.110692236694534,12.878495774823913,1980997200
2013-06-28,12.949584007263184,13.016671445578796,11.96697901640905,12.043606117529732,1680364000
2013-07-05,13.149300575256348,13.1788440180602,12.628917877110512,12.936962832331615,1532445600
2013-07-12,13.286863327026367,13.382568924441813,13.02990300975085,13.160383300823046,1155887600
2013-07-19,13.494277000427246,13.681688737607224,12.88526548250318,13.328099206591183,1667344000
2013-07-26,14.053741455078125,14.074051752632924,13.366257276076123,13.395799900586264,1286840800
2013-08-02,14.186990737915039,14.521808199493588,14.053124891248261,14.094669124318571,1483132000
2013-08-09,15.423715591430664,15.620109597354316,14.052678173643205,14.207251972381993,2759906800
2013-08-16,15.580142974853516,15.91407420013197,15.432692844916863,15.493097949814,1811600000
2013-08-23,15.231350898742676,15.804424588490829,15.054782561372198,15.589753356467332,1525151600
2013-08-30,15.341934204101562,15.557844497568704,15.070267502203539,15.240640279767986,1185626400
2013-09-06,14.642478942871094,15.733794613666824,14.398380221357616,15.440135000936126,2746156000
2013-09-13,14.630389213562012,14.739738101571952,13.853489004839755,14.538697148477578,2103326400
2013-09-20,15.061595916748047,15.392739697475752,14.435242400341181,14.806965629114357,2379932800
2013-09-27,14.97454833984375,15.251482470931874,14.69575637873847,14.986009645595184,1454017600
2013-10-04,15.167530059814453,15.260770601129828,14.815632670063836,14.988483603834604,1442406000
2013-10-11,15.627851486206055,15.636525220006979,15.028758363465291,15.085446168619297,1354404800
2013-10-18,16.476926803588867,16.494274268395337,15.66533146937019,15.674005201773426,1921200400
2013-10-25,16.191625595092773,16.7042938816336,15.938854910992681,16.45864680718411,2153900000
2013-11-01,15.875354766845703,16.3833777659763,15.871948469691798,16.232519664389372,1270726800
2013-11-08,16.45629119873047,16.491187041798327,15.971163933474216,16.03316807750142,1190686000
2013-11-15,16.237558364868164,16.485262040892156,16.00481075924659,16.407057168087,1227746800
2013-11-22,17.010894775390625,17.012141114620782,16.156237200361794,16.18708284830492,1217868400
2013-11-29,17.69449234008789,17.920074701626596,17.068533984495897,17.12056738848595,2067030000
2013-12-06,17.465171813964844,17.790148476208856,17.43495017247504,17.628750067737208,1565124400
2013-12-13,16.964162826538086,17.538089729130665,16.787809934124585,17.537154558434633,1731489200
2013-12-20,17.569868087768555,17.818506977638144,16.975377497432067,16.99438375755501,1309282800
2013-12-27,17.23430061340332,17.58576005700732,17.199715937858418,17.567377796097748,937283200
2014-01-03,16.716768264770508,17.252058576685112,16.625787149235446,17.22588711232899,1659966000
2014-01-10,17.26919174194336,17.454580111056384,16.50987668492999,16.819895638723406,1636947200
2014-01-17,17.329320907592773,17.363905561146044,16.822072666129845,17.18288025921153,1538490800
2014-01-24,15.572029113769531,17.311878802349018,15.476064317780638,17.261402893806995,3231068400
2014-01-31,15.968671798706055,16.05497873466973,15.377920149450228,15.428707239363801,1829052400
2014-02-07,17.06476593017578,17.077929991029773,16.21690265162212,16.342279283087297,1613595200
2014-02-14,16.64850616455078,17.27664454647594,16.581115707830968,17.003322995671184,1152802000
2014-02-21,16.539432525634766,16.755707091872196,16.161106457963523,16.699913848172994,1377745600
2014-02-28,16.635971069335938,16.76134767290761,16.365470101340033,16.58362619505777,1255441600
2014-03-07,16.63283920288086,16.915250459770533,16.48865559102085,16.646630999034652,1135607200
2014-03-14,16.57171630859375,16.80805166360127,16.39305405860648,16.57453693907467,1079545600
2014-03-21,16.84629249572754,17.208006147898466,16.497431544944824,16.67295846725065,1533840000
2014-03-28,16.887983322143555,17.034987579952656,16.745679558036517,16.873250756234768,912758000
2014-04-04,16.408111572265625,16.92591776801295,16.25828492896943,16.919963471331187,1254811600
2014-04-11,16.453866958618164,16.54225902237575,16.027271967328755,16.267681841972205,1242981600
2014-04-18,17.796340942382812,17.866239027028563,16.423147236353962,16.466402493257068,1539963600
2014-04-25,18.539520263671875,18.788706779002077,17.67692580344312,17.69479036404774,2097827200
2014-05-02,18.430116653442383,18.944788762011004,18.38027938183593,18.56646441129838,1366307600
2014-05-09,18.559221267700195,18.82965755757016,18.291621363100905,18.42431874427159,1061793600
2014-05-16,19.14075469970703,19.222075641687972,18.45142715537153,18.553234039474354,1226467200
2014-05-23,20.026762008666992,20.073726488938078,19.115538309322684,19.14012312059004,1273031200
2014-05-30,20.404043197631836,20.46771287685383,19.620788647864728,20.108707391005883,1865368400
2014-06-06,20.36243438720703,20.971388356759856,20.243291109469702,20.484414048942266,1304426400
2014-06-13,20.26757049560547,20.463935891326063,20.051347036095244,20.342585732930313,755416000
2014-06-20,20.055755615234375,20.41980431503962,19.779961400732567,20.26535854493003,1012504000
2014-06-27,20.74635124206543,20.761795656342933,20.027079198609737,20.038111644514345,812364400
2014-07-04,20.969186782836914,21.357505524180475,20.633820061531083,20.770614603552456,791248000
2014-07-11,20.538944244384766,21.423692483034955,20.424214601250586,21.039787439365245,932000800
2014-07-18,21.408262252807617,21.595802090769084,20.523513428250713,20.655896074637887,1131644000
2014-07-25,21.092742919921875,21.939983691744185,21.033172105357657,21.368537157063415,927132000
2014-08-01,20.845632553100586,21.317792156778214,20.76179002691473,20.938299013639682,918684000
2014-08-08,21.61895751953125,21.634478754698275,20.68324442083637,20.900543404862475,689108000
2014-08-15,22.301895141601562,22.414977700829915,21.477048495743425,21.707650911164134,1008396000
2014-08-22,22.672183990478516,22.789702130712726,22.215414859247474,22.23758780598626,953740000
2014-08-29,21.756431579589844,23.002569327471004,21.683259320544725,22.80744499503837,1237192000
2014-09-05,22.490367889404297,22.856227509077407,21.317400657150188,21.907210977252788,1831530800
2014-09-12,22.570186614990234,22.849570474841148,21.927161022749978,22.44158115820471,1156306400
2014-09-19,21.70099639892578,22.825181971953953,21.66773613039018,22.681055269424693,1389427200
2014-09-26,22.151111602783203,22.51475333405173,21.73868837483691,21.847336995454526,1066600000
2014-10-03,22.39944839477539,22.701005160769636,21.798552664625905,22.04911183013287,1029584800
2014-10-10,21.344009399414062,22.623407486377577,21.104537461726046,22.326286212781085,1426766800
2014-10-17,23.2442626953125,23.293044208982167,21.465963707709257,21.618959965729953,1518634800
2014-10-24,23.720977783203125,23.807453447505054,23.17773136021542,23.321858031281025,890580800
2014-10-31,24.10236167907715,24.457135615400503,23.771980184855714,23.94936715301739,843602800
2014-11-07,25.124374389648438,25.264671206721108,24.140065853054487,24.218008529205967,779178400
2014-11-14,25.901578903198242,26.11759269119255,24.76583807561297,25.197865651601585,881196000
2014-11-21,26.500629425048828,26.66765019873611,25.83922688940348,26.168815297049914,856955200
2014-11-28,25.718963623046875,26.589699130985768,24.779193427427835,26.560747785295927,1012340800
2014-12-05,24.857141494750977,25.850357993418296,24.351624418906088,25.830314620413052,968635200
2014-12-12,25.08651351928711,25.08651351928711,23.663497062071833,24.598812453069296,1185819600
2014-12-19,24.943992614746094,25.27357927480785,24.86604993831412,24.999666197772207,696421200
2014-12-26,24.580997467041016,25.558625357622596,24.543139841889488,24.964031954280067,530419200
2015-01-02,24.91727066040039,24.975171667068338,23.3005092053076,24.8059234855129,1131030400
2015-01-09,23.7882080078125,25.2201326023342,23.752577798886094,25.09096948455234,1117651200
2015-01-16,25.030838012695312,25.04642654470863,23.42743813879055,23.83496908873915,923142000
2015-01-23,26.478361129760742,26.542942701423907,24.280367069862873,25.008578616632583,1714248000
2015-01-30,26.70995330810547,26.836888983647306,25.850353224954596,26.367003902478523,1243184800
2015-02-06,28.2730655670166,28.50111117734957,26.477773113800065,26.833253669216404,1170564800
2015-02-13,28.717971801757812,28.847644644302978,28.09196797540599,28.456391613185144,798714800
2015-02-20,29.158424377441406,29.869389123505258,28.306610796317273,28.755991824146513,1420599200
2015-02-27,28.261886596679688,29.19195184732684,28.11656368805007,29.064513496803514,944444800
2015-03-06,27.823678970336914,28.9683758648271,27.193202729844366,28.706792266574354,1390115600
2015-03-13,28.505586624145508,28.89683977388868,27.405606749670934,27.8125099571747,999220400
2015-03-20,27.7767333984375,28.706797006986342,27.41007349338973,28.673262392162798,953900800
2015-03-27,28.0181941986084,28.279774441102447,27.479383657378648,27.850514293564288,806312000
2015-04-03,28.295421600341797,28.644195221291643,27.79685435559714,27.828154464875816,568078000
2015-04-10,28.208234786987305,28.74481260045624,28.004784029132214,28.159048402132896,637668400
2015-04-17,28.990737915039062,29.15841782360165,27.825921688245028,28.069617375668003,859487200
2015-04-24,27.980194091796875,30.079545180641638,27.85275740063432,29.1740761983401,1627942400
2015-05-01,28.004785537719727,29.191960645157945,27.579996025136854,28.192586247394892,1099416800
2015-05-08,28.9501895904541,28.9501895904541,28.02297589270973,28.440559231852045,902575600
2015-05-15,29.497987747192383,29.55187068447452,28.784056813163115,28.977133056291,839637600
2015-05-22,29.585546493530273,29.852710500843727,28.9883567625598,29.54513685832653,771440400
2015-05-29,29.042240142822266,29.511459184691855,28.941212627572387,29.462067345999618,744394000
2015-06-05,28.869367599487305,29.226333071667487,28.20258294129112,29.07366988571868,875420800
2015-06-12,28.7099666595459,28.810995879893714,28.22278667503092,28.77956502365747,722778000
2015-06-19,28.624652862548828,29.14101983462232,28.377695415717067,28.671799144074186,824976400
2015-06-26,28.38668441772461,28.734669470350134,27.946650612001317,28.66282725131069,780194800
2015-07-03,26.956565856933594,28.339530334477118,26.765735175629562,28.049915986819077,857455200
2015-07-10,28.851408004760742,28.864881309202715,27.212507099257355,27.37639804623437,817738800
2015-07-17,28.09931182861328,29.852711879416187,27.387622959807107,28.97937932377055,1393085600
2015-07-24,27.472936630249023,28.22952452124118,27.324761110285905,28.135231942821036,763503600
2015-07-31,25.847503662109375,27.533552583759146,25.1672473743265,27.524572093571997,1556860800
2015-08-07,25.96900749206543,27.060539402570903,24.724117953131685,25.84045928408266,1361832400
2015-08-14,25.40519905090332,26.532815504821745,25.175164330764513,25.781822533566597,940652000
2015-08-21,25.466096878051758,25.538264282953307,20.748148696172127,24.904544204892616,2301896400
2015-08-28,24.891008377075195,25.829184453202107,24.21218273130663,25.296949303248898,1205449200
2015-09-04,25.38715934753418,25.714167464068403,24.471535244753284,24.57527576255453,1010974000
2015-09-11,25.691617965698242,26.361422547390752,25.20448845576237,25.21125388052993,1011624800
2015-09-18,25.935184478759766,26.04794615040655,25.229297033669276,25.305974144497938,1043318800
2015-09-25,24.712848663330078,26.316319790759895,24.200909704459374,26.259938954269696,1248113600
2015-10-02,24.694808959960938,25.20674625165297,24.25503907768379,24.358779621179764,1068106000
2015-10-09,25.22703742980957,25.42775303675273,24.692546569175306,24.807563938295345,793674000
2015-10-16,26.047950744628906,26.065993028220184,24.832379847528106,25.209003484309992,805635600
2015-10-23,27.18231964111328,27.218404190447508,25.70739723889408,26.318565098242914,1329455200
2015-10-30,27.270280838012695,27.924298843627366,26.938761265337984,27.2860674023969,846105600
2015-11-06,26.209272384643555,27.5885877247535,26.093762664938996,27.4300463274897,815140800
2015-11-13,26.902328491210938,27.122022814703215,25.140246617386698,26.091498500909942,806026000
2015-11-20,26.732458114624023,27.160521573430938,26.52635431829584,26.99744945046231,523844400
2015-11-27,26.091493606567383,27.045012410112346,25.86953568176781,26.79134448237002,648140800
2015-12-04,26.311187744140625,27.146931469219986,26.064315929225398,26.111878341420862,798979200
2015-12-11,24.682737350463867,26.134528905055976,24.641969318542397,26.089231859797238,1062157200
2015-12-18,24.467573165893555,24.80504083377057,23.910411189891562,24.666884321126897,892244400
2015-12-25,23.84019660949707,24.784653898033273,23.74054104709068,24.367913869037643,495046000
2016-01-01,21.844833374023438,23.973827397305605,21.840304360548615,23.240004528402682,1091968800
2016-01-08,22.540151596069336,22.918388986851216,21.684024703060196,22.320459038464787,1181205200
2016-01-15,21.810861587524414,22.343109664634035,21.158573052947144,21.788211336095923,1029670000
